tag_code,tagger_name_xlat,bucket,lot,species_code,length,weight,pit_code,tag_date,tag_activate_date,tag_release_date,release_location,release_location_xlat,release_location_river_kilometer,release_location_latitude,release_location_longitude,mort_xlat,pri,tag_AssignedRelease,char_SurvivalUse,tag_Status,,
G726DFCA4,A,11,1,11H,172,54,,5/4/2021 0:00,5/3/2021 13:10,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G726F7DE7,A,3,1,11W,137,26,,5/4/2021 0:00,5/3/2021 13:11,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G727A5174,A,10,1,11H,133,23,,5/4/2021 0:00,5/3/2021 13:09,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G728C0EDD,A,5,1,11H,170,52,,5/4/2021 0:00,5/3/2021 13:03,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G729272B6,A,9,1,11H,167,46.5,,5/4/2021 0:00,5/3/2021 13:08,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72960F88,A,1,1,11H,161,42,,5/4/2021 0:00,5/3/2021 13:13,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G7298AD47,A,5,1,11H,162,44,,5/4/2021 0:00,5/3/2021 13:16,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72A559F6,A,6,1,11H,166,46.5,,5/4/2021 0:00,5/3/2021 13:17,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72ABE918,A,4,1,11H,138,30.5,,5/4/2021 0:00,5/3/2021 13:02,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72AC3B9D,A,1,1,11W,165,45.5,,5/4/2021 0:00,5/3/2021 12:59,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72ADFACD,A,4,1,11H,160,44,,5/4/2021 0:00,5/3/2021 13:02,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72AEF0E6,A,9,1,11H,137,26.5,,5/4/2021 0:00,5/3/2021 13:20,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72B6AFE6,A,2,1,11H,144,33,,5/4/2021 0:00,5/3/2021 13:01,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72B81B69,A,8,1,11H,138,31,,5/4/2021 0:00,5/3/2021 13:19,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G72BA02F9,A,7,1,11H,174,54.5,,5/4/2021 0:00,5/3/2021 13:06,5/5/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR07,1,Active - General,,
G7201BE49,C,7,1,11H,173,55,,5/6/2021 0:00,5/5/2021 13:11,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G720317EB,C,8,1,11H,128,23,,5/6/2021 0:00,5/5/2021 12:57,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7205F514,C,4,1,11H,145,31.5,,5/6/2021 0:00,5/5/2021 13:09,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G720906CF,C,11,1,11H,147,33.5,,5/6/2021 0:00,5/5/2021 13:00,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7213C26F,C,5,1,11H,198,74,,5/6/2021 0:00,5/5/2021 12:47,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72143ED6,C,3,1,11H,170,46,,5/6/2021 0:00,5/5/2021 12:44,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G721B4F68,C,4,1,11H,183,64,,5/6/2021 0:00,5/5/2021 12:45,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G722194D5,C,8,1,11W,162,38,,5/6/2021 0:00,5/5/2021 12:56,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7221E3AE,C,3,1,11H,158,39,,5/6/2021 0:00,5/5/2021 12:44,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G722D528F,C,5,1,11H,132,24.5,,5/6/2021 0:00,5/5/2021 12:48,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7230ED99,C,8,1,11H,132,25,,5/6/2021 0:00,5/5/2021 13:12,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G724217B4,C,9,1,11H,165,45,,5/6/2021 0:00,5/5/2021 12:58,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72452764,C,8,1,11H,131,23,,5/6/2021 0:00,5/5/2021 13:11,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7249E8A2,C,10,1,11W,140,26.5,,5/6/2021 0:00,5/5/2021 12:59,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G724DACBE,C,9,1,11H,129,22,,5/6/2021 0:00,5/5/2021 12:58,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7254B603,C,2,1,11W,147,37.5,,5/6/2021 0:00,5/5/2021 12:43,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72585398,C,4,1,11H,164,44,,5/6/2021 0:00,5/5/2021 12:46,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G725B9C46,C,1,1,11H,168,40.5,,5/6/2021 0:00,5/5/2021 13:02,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G725FB77E,C,7,1,11H,167,49,,5/6/2021 0:00,5/5/2021 12:51,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G726ACAA9,C,9,1,11H,169,49.5,,5/6/2021 0:00,5/5/2021 13:13,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G726E2005,C,4,1,11H,149,33,,5/6/2021 0:00,5/5/2021 13:08,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72765F26,C,2,1,11H,162,43,,5/6/2021 0:00,5/5/2021 12:43,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72793B3A,C,1,1,11H,171,43.5,,5/6/2021 0:00,5/5/2021 12:26,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G727AC504,C,10,1,11H,170,49,,5/6/2021 0:00,5/5/2021 12:59,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G728DE76C,C,7,1,11H,171,52.5,,5/6/2021 0:00,5/5/2021 13:09,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G728EA1A2,C,7,1,11H,138,28,,5/6/2021 0:00,5/5/2021 12:50,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G729B7924,C,9,1,11H,152,36,,5/6/2021 0:00,5/5/2021 13:12,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G729BF8F6,C,2,1,11H,167,49,,5/6/2021 0:00,5/5/2021 13:04,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G729E4EE6,C,2,1,11H,150,34,,5/6/2021 0:00,5/5/2021 13:04,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72A8FDB1,C,3,1,11H,169,48,,5/6/2021 0:00,5/5/2021 13:05,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72AB678B,C,3,1,11H,177,51.5,,5/6/2021 0:00,5/5/2021 13:06,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72B03E03,C,11,1,11H,157,37.5,,5/6/2021 0:00,5/5/2021 13:00,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72B3FAFD,C,1,1,11H,128,22,,5/6/2021 0:00,5/5/2021 13:03,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72B48F54,C,10,1,11H,170,44.5,,5/6/2021 0:00,5/5/2021 13:14,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72B894A4,C,1,1,11H,137,29,,5/6/2021 0:00,5/5/2021 12:27,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72B9334C,C,10,1,11H,168,44.5,,5/6/2021 0:00,5/5/2021 13:14,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72B9FB44,C,6,1,11H,178,69,,5/6/2021 0:00,5/5/2021 12:49,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G72BA3EE4,C,6,1,11H,132,24.5,,5/6/2021 0:00,5/5/2021 12:49,5/7/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR08,1,Active - General,,
G7202F887,C,6,1,11H,180,55.5,,5/8/2021 0:00,5/7/2021 13:35,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72053303,C,5,1,11H,150,36.5,,5/8/2021 0:00,5/7/2021 13:33,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72169EE8,C,4,1,11W,131,25.5,,5/8/2021 0:00,5/7/2021 13:31,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7218597D,C,7,1,11H,130,27,,5/8/2021 0:00,5/7/2021 13:40,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G721ACF20,C,2,1,11H,170,48,,5/8/2021 0:00,5/7/2021 13:28,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G721C4885,C,8,1,11H,161,45,,5/8/2021 0:00,5/7/2021 13:42,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G721C5946,C,1,1,11H,160,39.5,,5/8/2021 0:00,5/7/2021 13:27,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72293D90,C,10,1,11H,129,24.5,,5/8/2021 0:00,5/7/2021 13:23,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G722BD2A9,C,4,1,11H,132,24,,5/8/2021 0:00,5/7/2021 13:13,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G723563F5,C,8,1,11H,166,43,,5/8/2021 0:00,5/7/2021 13:18,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7235DB05,C,11,1,11H,156,38,,5/8/2021 0:00,5/7/2021 13:26,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72369036,C,2,1,11W,140,27.5,,5/8/2021 0:00,5/7/2021 13:09,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G724691DE,C,3,1,11H,175,52,,5/8/2021 0:00,5/7/2021 13:30,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7251B9BD,C,5,1,11H,174,62,,5/8/2021 0:00,5/7/2021 13:15,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G725534F7,C,11,1,11W,141,24.5,,5/8/2021 0:00,5/7/2021 13:25,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G725A3232,C,7,1,11W,132,22,,5/8/2021 0:00,5/7/2021 13:17,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G725B33A8,C,7,1,11H,137,24.5,,5/8/2021 0:00,5/7/2021 13:18,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G725BF703,C,10,1,11H,155,35.5,,5/8/2021 0:00,5/7/2021 13:21,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7269AA99,C,4,1,11W,160,40,,5/8/2021 0:00,5/7/2021 13:30,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G726BE28C,C,8,1,11H,168,52,,5/8/2021 0:00,5/7/2021 13:41,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G726F88AC,C,3,1,11H,179,58,,5/8/2021 0:00,5/7/2021 13:11,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72712490,C,9,1,11H,142,28.5,,5/8/2021 0:00,5/7/2021 13:19,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G727431CD,C,9,1,11H,129,22,,5/8/2021 0:00,5/7/2021 13:20,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G727451A8,C,3,1,11H,160,43,,5/8/2021 0:00,5/7/2021 13:29,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G727952C3,C,1,1,11H,142,26.5,,5/8/2021 0:00,5/7/2021 13:27,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G727AF367,C,7,1,11H,146,31,,5/8/2021 0:00,5/7/2021 13:40,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G727B8D44,C,6,1,11H,179,61,,5/8/2021 0:00,5/7/2021 13:33,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G727BE4BD,C,4,1,11H,184,65.5,,5/8/2021 0:00,5/7/2021 13:12,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7280DBF8,C,6,1,11H,157,39.5,,5/8/2021 0:00,5/7/2021 13:16,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G728993CE,C,1,1,11H,146,31.5,,5/8/2021 0:00,5/7/2021 13:08,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7290183C,C,8,1,11H,204,84.5,,5/8/2021 0:00,5/7/2021 13:19,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G729454E2,C,2,1,11H,194,70.5,,5/8/2021 0:00,5/7/2021 13:29,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G7297CBE7,C,3,1,11H,152,32,,5/8/2021 0:00,5/7/2021 13:10,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72A7A233,C,2,1,11H,172,48.5,,5/8/2021 0:00,5/7/2021 13:10,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72ACA72F,C,5,1,11H,171,44.5,,5/8/2021 0:00,5/7/2021 13:13,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72B2BF40,C,5,1,11W,132,24.5,,5/8/2021 0:00,5/7/2021 13:32,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72B3E6C3,C,1,1,11H,138,30,,5/8/2021 0:00,5/7/2021 13:09,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G72BB5898,C,6,1,11H,138,25.5,,5/8/2021 0:00,5/7/2021 13:15,5/9/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR09,1,Active - General,,
G720433C7,C,2,1,11H,150,34.5,,5/10/2021 0:00,5/9/2021 14:00,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7207857D,C,2,1,11H,159,41.5,,5/10/2021 0:00,5/9/2021 13:43,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7207FD47,C,9,1,11H,161,39.5,,5/10/2021 0:00,5/9/2021 13:55,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7214F8C1,C,11,1,11H,125,18.5,,5/10/2021 0:00,5/9/2021 13:57,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7217669A,C,6,1,11H,161,38.5,,5/10/2021 0:00,5/9/2021 14:05,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G72181D5A,C,11,1,11H,203,81.5,,5/10/2021 0:00,5/9/2021 13:58,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G721CB452,C,5,1,11H,194,71,,5/10/2021 0:00,5/9/2021 14:04,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G722545E7,C,8,1,11H,137,24,,5/10/2021 0:00,5/9/2021 13:53,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G72257E79,C,4,1,11H,155,36.5,,5/10/2021 0:00,5/9/2021 13:44,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G723065D7,C,1,1,11W,127,20,,5/10/2021 0:00,5/9/2021 13:58,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G723227BC,C,3,1,11W,147,35,,5/10/2021 0:00,5/9/2021 13:44,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7234E2E3,C,3,1,11H,132,24,,5/10/2021 0:00,5/9/2021 14:01,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G723585C1,C,1,1,11H,141,32,,5/10/2021 0:00,5/9/2021 13:41,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G72363AE7,C,10,1,11H,157,36,,5/10/2021 0:00,5/9/2021 13:56,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G723A8FA7,C,1,1,11H,177,53,,5/10/2021 0:00,5/9/2021 13:42,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G724AC016,C,8,1,11H,161,44,,5/10/2021 0:00,5/9/2021 14:08,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G724D0731,C,,1,,,,,5/10/2021 0:00,5/9/2021 13:48,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,0,Inactive - Tag Failure, Pre-Tag, 24h
G72688DFD,C,2,1,11H,161,43,,5/10/2021 0:00,5/9/2021 13:42,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7268D185,C,3,1,11W,128,21,,5/10/2021 0:00,5/9/2021 13:43,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7276C549,C,9,1,11H,162,39.5,,5/10/2021 0:00,5/9/2021 13:55,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G72789B51,C,4,1,11W,131,21,,5/10/2021 0:00,5/9/2021 14:03,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7280ECC5,C,8,1,11W,143,30,,5/10/2021 0:00,5/9/2021 14:08,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G728180C7,C,7,1,11H,155,33.5,,5/10/2021 0:00,5/9/2021 13:49,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G728271B8,C,10,1,11H,152,34.5,,5/10/2021 0:00,5/9/2021 13:56,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G728789F1,C,6,1,11H,178,54,,5/10/2021 0:00,5/9/2021 13:48,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
G7290EE95,C,7,1,11H,160,43.5,,5/10/2021 0:00,5/9/2021 14:07,5/11/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR10,1,Active - General,,
